,popularity,key,year,mode,liveness,tempo,explicit,danceability,speechiness,instrumentalness,energy,loudness,acousticness,duration_ms,valence,genre
0,0.2644781299003626,0.0,0.09090909090909094,0.8651685393258427,0.7352245862884161,0.8252303781379091,0.090909090909091,0.7446387983002273,0.0,0.037083936324167885,0.30736342354275825,1.7969543147209124e-05,0.4010823812387252,0.9154989838485399,0.23227166648986952,pop
1,0.1456731313283721,0.0,0.04545454545454547,0.8876404494382023,0.3605200945626478,0.8919605973943439,0.0,0.7706295088447475,1.0,0.04630969609261941,0.01053381377994321,0.0,0.7101623571858088,0.690876029521874,0.5881179060146388,"rock, pop"
2,0.3705980934726495,0.0,0.04545454545454547,0.7415730337078652,0.4728132387706856,0.4672174557779896,0.6363636363636365,0.5685838521593043,1.0,0.010492040520984097,0.1772379128769746,0.0,0.2760072158749248,0.25660498449031977,0.5094409674339663,"pop, country"
3,0.30040199813550456,0.0,0.09090909090909094,0.8764044943820225,0.49881796690307334,0.9089079546658193,0.0,0.8128767664789011,0.0,0.04232995658465992,0.026927578903191543,1.370558375634462e-05,0.391461214672279,0.5411273933040966,0.3976145645486369,"rock, metal"
4,0.23591794064869348,0.0,0.09090909090909094,0.7303370786516854,0.5732860520094563,0.9247961021078276,0.7272727272727274,0.7761636525348354,0.0,0.051374819102749644,0.04178442854613533,0.0010558375634517753,0.07576668671076367,0.8994544871109209,0.7467712421767264,pop
5,0.3791850107504863,1.0,0.04545454545454547,0.7752808988764045,0.6820330969267139,0.8824277089291389,0.18181818181818182,0.6697796224923411,1.0,0.07633863965267729,0.12190895558601153,9.786802030456974e-05,0.05832832230907997,0.7229650229971119,0.40793730773310705,"hip hop, pop, R&B"
6,0.46127399998922247,1.0,0.09090909090909094,0.9662921348314607,0.9692671394799054,0.6419870776400806,0.4545454545454546,0.803933194979741,0.0,0.06150506512301014,0.030923559151983318,0.0,0.02874323511725796,0.7721681463258102,0.2949307839185319,hip hop
7,0.392190674289902,0.0,0.09090909090909094,0.7640449438202248,0.6843971631205673,0.7595593687109417,0.6363636363636365,0.8029449550350825,1.0,0.016280752532561504,0.027337423031272748,0.0,0.5357787131689717,0.880201091025778,0.2851914713058237,"pop, rock"
8,0.42660570233816336,0.0,0.04545454545454547,0.8426966292134832,0.6903073286052009,0.6599936447410233,0.4545454545454546,0.8394604209902163,0.0,0.14254703328509405,0.27969894489727665,0.0,0.153337342152736,0.7443576853139372,0.5170653442240373,"pop, R&B"
9,0.5231175871489925,0.0,0.1363636363636364,0.8651685393258427,0.6985815602836879,0.7976909225717616,0.5454545454545455,0.7355964028066014,1.0,0.0265918958031838,0.008105487321062047,0.029746192893401018,0.05039085989176187,0.8887581559525082,0.4377187864644107,Dance/Electronic
10,0.33883970189628876,0.0,0.5909090909090909,0.011235955056179914,0.5768321513002364,0.7129541362143841,0.6363636363636365,0.621701749184702,1.0,0.010853835021707697,0.03358754598451116,0.04893401015228427,0.40709561034275404,0.8235105358861909,0.5240731409780418,pop
11,0.4660160691479902,0.0,0.04545454545454547,0.6966292134831461,0.5401891252955082,0.6398686579811461,0.0,0.6222946931514971,0.0,0.013024602026049215,0.011251041004085319,0.0,0.10162357185808778,0.11648304631511386,0.3445555319826032,"rock, pop"
12,0.4882175747549481,0.0,0.04545454545454547,0.6853932584269663,0.6619385342789598,0.6674081135472938,0.2727272727272728,0.7590176894950094,1.0,0.04450072358900145,0.09434693797255028,0.0,0.11725796752856282,0.38496095839127176,0.6633075209504615,"pop, Dance/Electronic"
13,0.46073512849390796,0.0,0.18181818181818182,0.5955056179775281,0.789598108747045,0.600677894290859,0.5454545454545455,0.7348552228481074,0.0,0.4826338639652677,0.08266638032223583,0.0,0.07528562838244135,0.7411487859664134,0.21879309430359603,"hip hop, pop, R&B"
14,0.3567329298982071,0.0,0.04545454545454547,0.7191011235955056,0.7470449172576832,0.7002436182607774,0.9090909090909092,0.7270481272853048,0.0,0.059334298118668596,0.4057260142822482,0.0,0.06686710763680095,0.6534388704674297,0.39375596690357484,pop
15,0.46457728225550043,0.0,0.04545454545454547,0.7191011235955056,0.7222222222222222,0.8697171909755322,0.5454545454545455,0.6741772902460716,0.0,0.024782923299565857,0.01770608602136435,0.0015431472081218287,0.06855081178592903,0.8416942988554924,0.44409011350376576,pop
16,0.2798898546663577,0.0,0.09090909090909094,0.9325842696629214,0.5047281323877069,0.8570066730219257,0.2727272727272728,0.7235892874789999,0.0,0.06367583212735167,0.009796094349397044,0.0,0.22549609140108237,0.38710022462295424,0.29916728545666704,"rock, metal"
17,0.2664530939306903,0.0,0.04545454545454547,0.7303370786516854,0.7943262411347518,0.8697171909755322,0.7272727272727274,0.8189544421385512,0.0,0.03871201157742403,0.14752421359108703,1.4010152284263389e-05,0.09921828021647623,0.956145042250508,0.41741805452423886,"rock, Folk/Acoustic, easy listening"
18,0.3445167130994271,0.0,0.09090909090909094,0.6966292134831461,0.5969267139479906,0.658934434911556,0.4545454545454546,0.654017195375037,0.0,0.013024602026049215,0.011968268228227441,0.001045685279187818,0.12567648827420325,0.5561022569258744,0.497195555319826,pop
19,0.35421640001508836,1.0,0.09090909090909094,0.6067415730337079,0.6229314420803783,0.8739540302934011,1.0000000000000002,0.7455776262476529,0.0,0.2167149059334298,0.04311642196239926,0.0,0.327720986169573,0.7700288800941276,0.16936724302535272,hip hop
20,0.6444175607442892,0.0,0.04545454545454547,0.6067415730337079,0.4645390070921986,0.7923948734244254,0.090909090909091,0.7258128273544816,1.0,0.017185238784370477,0.0011791215564896373,0.0016954314720812186,0.3469633193024654,0.042999251256818805,0.49847512464198585,"pop, Dance/Electronic"
21,0.5605341294261557,0.0,0.09090909090909094,0.8089887640449438,0.34988179669030733,0.844296155068319,1.0000000000000002,0.7365846427512599,1.0,0.04124457308248915,0.017911008085404967,0.31065989847715736,0.08659049909801562,0.5068991335971761,0.27811737562321,metal
22,0.29142170466608824,1.0,0.09090909090909094,0.5955056179775281,0.8865248226950355,0.6631712742294249,0.9090909090909092,0.5713509240043482,0.0,0.3921852387843705,0.017398702925303447,0.0,0.05460012026458208,0.8331372339287624,0.2648973692585128,"hip hop, pop, R&B"
23,0.5530977027908154,0.0,0.09090909090909094,0.6067415730337079,0.6536643026004729,0.7288422836563924,0.8181818181818183,0.4876964126890008,0.0,0.25651230101302464,0.3585939395529092,0.00013096446700507774,0.30727600721587495,0.5432666595357792,0.4504548106502599,"pop, Dance/Electronic"
24,0.2885818518857807,0.0,0.09090909090909094,0.550561797752809,0.8522458628841607,0.6557568054231544,0.6363636363636365,0.6192805613202885,0.0,0.025506512301013043,0.3165849164245854,0.00065482233502538,0.016957306073361378,0.7507754840089849,0.36455128885117216,"pop, R&B"
25,0.30438964720083195,0.0,0.09090909090909094,0.651685393258427,0.7174940898345153,0.7913356635949582,0.6363636363636365,0.5923016108311098,1.0,0.07796671490593343,0.0015069968589546123,0.08893401015228428,0.14251352976548406,0.8908974221841908,0.39669963933382835,pop
26,0.34908095466474104,0.0,0.09090909090909094,0.5842696629213484,0.8392434988179669,0.6208028810507361,0.9090909090909092,0.7335210989228185,0.0,0.11324167872648336,0.03317770185642996,4.629441624368069e-06,0.04654239326518339,0.9507968766713017,0.24520658746154667,R&B
27,0.35170256448944615,0.0,0.04545454545454547,0.651685393258427,0.5957446808510638,0.9184408431310243,1.0000000000000002,0.77438482063445,0.0,0.0401591895803184,0.11883512462540248,0.0004720812182741115,0.05953096812988573,0.6930152957535565,0.15972074891269758,pop
28,0.4398969677700958,0.0,0.04545454545454547,0.6629213483146068,0.8085106382978723,0.4619214066306535,0.9090909090909092,0.523322462693942,0.0,0.09732272069464545,0.24691141465078,4.6802030456854354e-05,0.0723992784125075,0.8876885228366669,0.2584928927548531,"hip hop, pop, R&B"
29,0.2556029163725326,0.0,0.09090909090909094,0.6179775280898877,0.7470449172576832,0.6430462874695477,0.5454545454545455,0.6358829923905523,0.0,0.05716353111432708,0.29916654098113404,6.28426395939078e-05,0.08911605532170776,0.6341854743822868,0.39795268908454445,"pop, Dance/Electronic"
30,0.31477100655806606,0.0,0.1363636363636364,0.6853932584269663,0.41252955082742315,0.7214278148501218,0.6363636363636365,0.6616266429489079,1.0,0.024421128798842257,0.020472533885912525,9.72588832487322e-05,0.11605532170775705,0.5625200556209219,0.5614591068208339,"pop, country"
31,0.3842153761592473,0.0,0.09090909090909094,0.6179775280898877,0.7907801418439717,0.4502700985065141,0.0,0.7387093586322758,1.0,0.00795947901591898,0.25305907657199816,0.0,0.259170174383644,0.647021071772382,0.3197066935398324,"pop, R&B"
32,0.2865718612082576,0.0,0.04545454545454547,0.6067415730337079,0.6548463356973996,0.85912509268086,0.090909090909091,0.7450340942780906,0.0,0.017547033285094077,0.040452435129871414,0.001634517766497463,0.032230907997594704,0.5389881270724142,0.4109008698419433,"pop, latin"
33,0.40127874205838127,0.0,0.09090909090909094,0.7415730337078652,0.7210401891252955,0.9449210888677047,1.0000000000000002,0.9189643245379978,0.0,0.03238060781476122,0.009365758014911768,3.187817258883292e-05,0.3662056524353578,0.7785859450208578,0.185570701177469,"pop, R&B"
34,0.1694562247740781,0.0,0.09090909090909094,0.40449438202247195,0.8546099290780141,0.7362567524626629,0.7272727272727274,0.7590176894950094,1.0,0.26193921852387847,0.444661206449963,0.0,0.2928442573662057,0.9582843084821906,0.07953882465259371,"hip hop, pop, R&B"
35,0.32860383784278957,0.0,0.04545454545454547,0.7640449438202248,0.5921985815602837,0.6038555237792607,0.5454545454545455,0.7622294693151497,0.0,0.0036179450072359176,0.23666531144874983,0.0,0.06614552014431749,0.6898063964060327,0.715889201230508,pop
36,0.23965232011122303,0.0,0.9090909090909092,0.4831460674157304,0.7092198581560284,0.6112699925855312,0.0,0.5812827354481668,0.0,0.008502170767004352,0.195680898640629,0.0,0.17378232110643416,0.787143009947588,0.331242707117853,pop
37,0.3338470574921998,0.0,0.09090909090909094,0.6629213483146068,0.7600472813238771,0.6705857430356953,0.090909090909091,0.7806601442830319,0.0,0.031295224312590436,0.056128973028977625,9.939086294416359e-05,0.0613349368610944,0.3314793025992084,0.25180996075103423,"pop, R&B"
38,0.2299526331955618,0.0,0.09090909090909094,0.7191011235955056,0.7683215130023641,0.8252303781379091,0.6363636363636365,0.8766182429093783,1.0,0.25108538350217074,0.035124461464815696,0.0,0.08069753457606735,0.8149534709594609,0.26811949718892536,R&B
39,0.3520609140338303,0.0,0.2727272727272727,0.5842696629213484,0.8274231678486997,0.6324541891748756,0.6363636363636365,0.5840992192904437,0.0,0.15340086830680175,0.06862921893545448,0.0,0.07179795550210462,0.7358006203872071,0.2622918213641668,"hip hop, pop, R&B"
40,0.4096123897334202,0.0,0.1363636363636364,0.5280898876404495,0.7588652482269503,0.7849804046181549,0.4545454545454546,0.8613993477616365,0.0,0.09551374819102751,0.10172413227801202,0.00282233502538071,0.0921226698737222,0.8160231040753021,0.26053489975601996,"pop, R&B"
41,0.45164436636795213,0.0,0.09090909090909094,0.6741573033707866,0.5921985815602837,0.9480987183561063,0.090909090909091,0.8153967783377803,1.0,0.10383502170767006,0.0009178459248378734,6.6091370558366e-06,0.4227300060132291,0.8769921916782543,0.5558966267105124,"pop, latin"
42,0.3531036303772639,0.0,0.09090909090909094,0.6179775280898877,0.6997635933806147,0.8273487977968434,0.7272727272727274,0.8173732582270975,0.0,0.3306801736613603,0.11473668334459039,0.0,0.25676488274203246,0.502620601133811,0.43929670096531237,"hip hop, pop, R&B"
43,0.43440047851788777,1.0,0.04545454545454547,0.6741573033707866,0.7293144208037825,0.4110793348162271,0.090909090909091,0.6335112165233718,0.0,0.09750361794500725,0.2889204377791038,0.0,0.14251352976548406,0.25018718579527216,0.3930996075103427,"hip hop, pop, R&B"
44,0.3094900659039838,1.0,0.09090909090909094,0.6629213483146068,0.7931442080378251,0.9184408431310243,0.3636363636363637,0.7604012254175313,0.0,0.3921852387843705,0.3083880338629612,9.451776649746849e-06,0.016476247745039113,0.8160231040753021,0.25599342314628193,hip hop
45,0.38895744531801496,0.0,0.04545454545454547,0.6629213483146068,0.2588652482269503,0.5053490096388095,0.9090909090909092,0.7229963435122048,1.0,0.017908827785817677,0.6065496370420401,0.0,0.10162357185808778,0.11755267943095515,0.45930571761960326,"pop, R&B"
46,0.23009812849929673,0.0,0.09090909090909094,0.7303370786516854,0.8747044917257684,0.8813684990996716,0.0,0.7910366637019468,1.0,0.13766280752532561,0.061969251854134835,0.0,0.15213469633193022,0.7978393411060006,0.4588018457621725,R&B
47,0.35224143598476065,1.0,0.04545454545454547,0.7078651685393259,0.8569739952718676,0.5170003177629489,0.7272727272727274,0.7089633362980531,0.0,0.11070911722141824,0.04116966235401352,5.8172588832486674e-05,0.024533974744437748,0.8876885228366669,0.2851715816272409,"pop, R&B"
48,0.276187807493547,0.0,0.1363636363636364,0.7303370786516854,0.5898345153664303,0.8252303781379091,0.5454545454545455,0.7003162367822907,0.0,0.047937771345875554,0.41289828652366933,0.0,0.035478051713770276,0.6288373088030805,0.2509149252148085,"pop, country"
49,0.2862485383110689,0.0,0.5454545454545455,0.651685393258427,0.6347517730496455,0.9671644952865162,0.9090909090909092,0.8557169680798498,1.0,0.04124457308248915,0.1260073968668236,0.0,0.391461214672279,0.8513209968980638,0.497772355998727,"pop, easy listening, Dance/Electronic"
50,0.5010427163434334,0.0,0.09090909090909094,0.5842696629213484,0.7245862884160756,0.7171909755322529,0.18181818181818182,0.7148927759660044,0.0,0.014290882778581787,0.04342380505846016,0.0045279187817258894,0.09561034275405893,0.7015723606802865,0.25129282910788164,pop
51,0.2330080345739951,0.0,0.5909090909090909,0.0,0.40425531914893614,0.4862832327083995,0.090909090909091,0.7369799387291234,1.0,0.01501447178002896,0.5983527544804159,0.0,0.09801563439567047,0.35822013049524004,0.380018828895725,"pop, R&B"
52,0.38852634812176334,0.0,0.09090909090909094,0.6741573033707866,0.6536643026004729,0.7299014934858595,0.7272727272727274,0.6686925585532166,1.0,0.02405933429811867,0.38523380787818773,0.009654822335025381,0.046301864101022244,0.8438335650871749,0.48049485520313984,"hip hop, pop, R&B"
